City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,zayed city,24.3768,54.589,294.82,62,0,2.06,AE,['dt']
365,lloydminster,53.2835,-110.0016,239.27,75,20,1.54,CA,['dt']
366,fisterra,42.9049,-9.2629,286.9,90,100,8.5,ES,['dt']
367,garachico,28.7781,-17.7646,293.21,83,0,6.69,ES,['dt']
368,perm,58.0174,56.2855,250.06,77,75,6.0,RU,['dt']
369,olyokminsk,60.3736,120.4264,250.29,93,100,1.79,RU,['dt']
370,pisco,-13.7,-76.2167,296.18,83,0,10.29,PE,['dt']
371,bikenibeu village,1.3673,173.1241,298.13,100,100,9.26,KI,['dt']
372,kihangara,-2.5833,33.35,293.21,83,100,1.85,TZ,['dt']
373,akjoujt,19.6969,-14.4164,297.42,9,99,4.85,MR,['dt']
374,kharp,66.8014,65.8081,244.26,99,100,0.97,RU,['dt']
375,farsan,32.2569,50.561,279.17,51,9,3.79,IR,['dt']
376,launceston,-41.45,147.1667,293.79,39,13,4.12,AU,['dt']
377,tabas,33.5959,56.9244,282.27,34,2,2.06,IR,['dt']
378,muromtsevo,56.3724,75.2418,266.89,94,100,5.5,RU,['dt']
379,southside,33.9245,-86.0225,277.57,80,0,0.0,US,['dt']
380,parang,7.3704,124.2697,299.4,73,94,1.64,PH,['dt']
381,xi'an,34.2583,108.9286,273.6,45,63,0.97,CN,['dt']
382,vetlanda,57.4289,15.0776,270.41,88,67,3.51,SE,['dt']
383,hasaki,35.7333,140.8333,274.37,48,1,2.79,JP,['dt']
384,wanning,18.8003,110.3967,294.93,85,95,3.54,CN,['dt']
385,peniche,39.3558,-9.3811,288.46,91,100,7.24,PT,['dt']
386,inirida,3.8653,-67.9239,299.62,77,70,0.98,CO,['dt']
387,pervomayskiy,53.2485,40.2871,245.38,92,5,2.85,RU,['dt']
388,edmundston,47.3737,-68.3251,272.66,89,100,6.17,CA,['dt']
389,boguchany,58.3814,97.4531,258.63,91,94,1.79,RU,['dt']
390,ketchikan,55.3422,-131.6461,268.41,63,100,2.06,US,['dt']
391,peace river,56.2501,-117.286,241.32,68,40,3.09,CA,['dt']
392,kiunga,-6.1219,141.2906,300.21,80,100,1.06,PG,['dt']
393,chinde,26.8418,88.0763,280.88,59,13,1.68,NP,['dt']
394,loreto,22.2667,-101.9667,293.22,12,95,5.85,MX,['dt']
395,berdigestyakh,62.0989,126.6992,234.23,100,82,1.38,RU,['dt']
396,korsakov,46.6328,142.7813,253.06,79,76,1.31,RU,['dt']
397,bullsbrook,-31.6667,116.0,304.66,78,7,3.09,AU,['dt']
398,nuku'alofa,-21.1333,-175.2,301.34,74,75,7.72,TO,['dt']
399,san-pedro,4.7485,-6.6363,299.23,86,0,1.34,CI,['dt']
400,eilat,29.5581,34.9482,290.06,42,1,2.06,IL,['dt']
401,cam ranh,11.9214,109.1591,295.13,78,20,3.09,VN,['dt']
402,oliveira dos brejinhos,-12.3169,-42.8961,298.19,57,78,0.9,BR,['dt']
403,yacuiba,-22.038,-63.6797,300.29,60,38,1.51,BO,['dt']
404,amga,60.8953,131.9608,242.1,100,100,0.83,RU,['dt']
405,miracema do tocantins,-9.5618,-48.3967,297.94,86,99,1.55,BR,['dt']
406,iaciara,-14.0958,-46.6317,297.68,68,44,0.89,BR,['dt']
407,umm kaddadah,13.6017,26.6876,289.71,22,31,5.51,SD,['dt']
408,morehead city,34.7229,-76.726,284.15,50,0,4.63,US,['dt']
409,kuchaiburi,22.2667,86.1667,284.21,35,0,0.84,IN,['dt']
410,drummondville,45.8834,-72.4824,273.17,91,100,1.34,CA,['dt']
411,klaksvik,62.2266,-6.589,273.66,63,100,15.74,FO,['dt']
412,margate,51.3813,1.3862,275.86,88,100,2.24,GB,['dt']
413,saint-philippe,-21.3585,55.7679,299.92,90,100,8.33,RE,['dt']
414,whistler,50.1164,-122.9695,262.99,77,9,2.49,CA,['dt']
415,paradip garh,20.3167,86.6167,289.08,46,0,2.43,IN,['dt']
416,dalby,-27.1833,151.2667,302.38,39,0,4.7,AU,['dt']
417,nar'yan-mar,67.6713,53.087,260.43,96,100,3.13,RU,['dt']
418,kudymkar,59.0173,54.656,254.7,97,98,3.01,RU,['dt']
419,zheshart,62.0731,49.5733,260.36,91,100,4.75,RU,['dt']
420,sinabang,2.4803,96.3801,299.48,79,100,0.05,ID,['dt']
421,tazovsky,67.4667,78.7,234.28,99,84,3.09,RU,['dt']
422,yatou,37.15,122.3833,276.08,96,97,7.26,CN,['dt']
423,shevchenko,48.5,35.0,264.49,88,96,4.37,UA,['dt']
424,shengli,37.4564,118.4856,273.46,61,72,6.64,CN,['dt']
425,semnan,35.5729,53.3971,278.67,51,2,0.52,IR,['dt']
426,watampone,-4.5386,120.3279,300.58,80,97,2.0,ID,['dt']
427,douliu,23.7094,120.5433,291.35,57,9,1.67,TW,['dt']
428,hangal,14.7667,75.1333,294.02,63,48,1.26,IN,['dt']
429,tralee,52.2704,-9.7026,277.33,88,95,0.99,IE,['dt']
430,shchyolkino,45.4291,35.8223,272.35,75,65,5.12,UA,['dt']
431,fellsmere,27.7678,-80.6014,291.14,65,100,0.89,US,['dt']
432,el triunfo,-1.9333,-79.9667,303.17,78,88,1.27,EC,['dt']
433,dubuque,42.4833,-90.8668,257.4,72,100,10.8,US,['dt']
434,ad dilam,23.9915,47.1627,291.38,34,67,4.58,SA,['dt']
435,montepuez,-13.1256,38.9997,294.85,98,100,1.15,MZ,['dt']
436,cooper's town,26.8667,-77.5167,295.71,89,84,7.81,BS,['dt']
437,pingliang,35.5392,106.6861,271.9,54,0,0.93,CN,['dt']
438,opochka,56.7105,28.6617,261.42,88,100,5.38,RU,['dt']
439,kavaratti,10.5669,72.642,300.82,68,21,4.34,IN,['dt']
440,kutum,14.2,24.6667,288.1,20,71,3.63,SD,['dt']
441,mawu,29.5923,107.3139,285.75,79,85,1.08,CN,['dt']
442,chilaw,7.5758,79.7953,296.16,77,97,6.23,LK,['dt']
443,holualoa,19.6228,-155.9522,297.06,68,40,5.14,US,['dt']
444,bardsir,29.9227,56.5743,279.47,25,56,2.28,IR,['dt']
445,hobyo,5.3505,48.5268,298.73,85,13,7.59,SO,['dt']
446,chizhou,30.6578,117.4831,283.85,62,9,0.74,CN,['dt']
447,korsholm,63.1142,21.6822,269.39,93,100,4.92,FI,['dt']
448,mollendo,-17.0231,-72.0147,295.23,82,68,3.76,PE,['dt']
449,cavalaire-sur-mer,43.174,6.5272,276.55,76,7,3.98,FR,['dt']
450,prince rupert,54.3161,-130.3201,267.62,45,74,2.03,CA,['dt']
451,northam,51.0333,-4.2167,275.18,94,36,1.91,GB,['dt']
452,port-vila,-17.7338,168.3219,301.93,84,100,1.54,VU,['dt']
453,broome,42.2506,-75.833,273.09,68,100,9.77,US,['dt']
454,vilyuysk,63.7553,121.6247,246.27,99,99,1.49,RU,['dt']
455,taoudenni,22.6783,-3.9836,291.51,16,45,5.5,ML,['dt']
456,ballesteros,18.4126,121.5152,295.43,76,98,5.75,PH,['dt']
457,pandan,14.0453,124.1694,298.46,81,96,8.55,PH,['dt']
458,baruun-urt,46.6806,113.2792,246.49,94,4,3.43,MN,['dt']
459,road town,18.4167,-64.6167,300.17,74,20,3.6,VG,['dt']
460,san clemente del tuyu,-36.3569,-56.7235,295.36,77,53,9.07,AR,['dt']
461,westport,41.1415,-73.3579,279.71,48,100,6.71,US,['dt']
462,natal,-5.795,-35.2094,299.34,80,99,3.16,BR,['dt']
463,mount isa,-20.7333,139.5,303.02,62,84,3.6,AU,['dt']
464,recani,31.2846,-4.2688,285.45,18,97,1.72,MA,['dt']
465,pajapan,18.25,-94.7,294.24,85,64,2.88,MX,['dt']
466,buldana,20.5333,76.1833,292.35,50,0,1.36,IN,['dt']
467,truth or consequences,33.1284,-107.2528,287.28,19,0,1.54,US,['dt']
468,kashgar,39.4547,75.9797,271.43,45,98,0.25,CN,['dt']
469,badger,64.8,-147.5333,250.08,75,0,1.54,US,['dt']
470,lensk,60.7253,114.9278,257.44,92,100,3.99,RU,['dt']
471,horodnytsya,50.807,27.3168,268.15,96,100,3.39,UA,['dt']
472,palembang,-2.9167,104.7458,298.2,94,75,1.54,ID,['dt']
473,puerto eldorado,-26.4084,-54.6946,300.61,65,31,0.53,AR,['dt']
474,kyren,51.6828,102.1408,257.01,72,6,2.24,RU,['dt']
475,cill airne,52.05,-9.5167,277.12,85,99,0.36,IE,['dt']
476,treasure island,27.7692,-82.769,287.62,58,0,4.12,US,['dt']
477,paradsasvar,47.9126,19.9771,270.13,71,36,5.18,HU,['dt']
478,menongue,-14.6585,17.691,288.24,96,100,3.59,AO,['dt']
479,kayangel,8.0823,134.7173,301.06,79,88,11.23,PW,['dt']
480,hithadhoo,-0.6,73.0833,301.51,74,100,5.63,MV,['dt']
481,palora,-1.7,-77.9333,293.19,95,40,1.66,EC,['dt']
482,hillsborough,37.5741,-122.3794,287.28,89,100,7.72,US,['dt']
483,wuchuan,21.4571,110.7659,290.72,75,78,3.54,CN,['dt']
484,zoucheng,35.4006,116.9656,277.41,65,59,6.88,CN,['dt']
485,lae,-6.7221,146.9847,304.87,56,97,0.33,PG,['dt']
486,quarrata,43.8499,10.9807,282.14,82,75,1.03,IT,['dt']
487,villa juarez,24.6536,-107.5411,298.29,41,0,3.6,MX,['dt']
488,sitia,35.2,26.0986,284.25,61,39,12.17,GR,['dt']
489,aioun,16.6614,-9.6149,294.04,10,43,5.75,MR,['dt']
490,quelimane,-17.8786,36.8883,298.63,93,99,2.04,MZ,['dt']
491,pangody,65.85,74.4859,235.07,100,62,2.32,RU,['dt']
492,aldama,22.9167,-98.0667,295.09,69,100,2.9,MX,['dt']
493,ostersund,63.1792,14.6357,268.49,93,100,2.06,SE,['dt']
494,mejit,10.2753,170.8646,299.96,70,100,8.84,MH,['dt']
495,murmashi,68.8154,32.8115,257.38,84,40,1.0,RU,['dt']
496,shingu,33.7333,135.9833,279.33,44,1,0.55,JP,['dt']
497,jingdezhen,29.2947,117.2079,284.11,61,33,1.08,CN,['dt']
498,puerto baquerizo moreno,-0.9,-89.6,298.38,80,3,3.85,EC,['dt']
499,velikiye luki,56.34,30.5452,259.33,86,100,5.17,RU,['dt']
500,zambezi,-13.5432,23.1047,291.99,91,91,2.03,ZM,['dt']
501,ha'il,27.5219,41.6907,282.16,46,0,4.12,SA,['dt']
502,sassandra,4.95,-6.0833,299.32,85,1,1.54,CI,['dt']
503,antsiranana,-12.2787,49.2917,298.54,90,100,5.45,MG,['dt']
504,sovetskaya gavan',48.9723,140.2878,257.1,76,100,1.08,RU,['dt']
505,quezon,7.7303,125.0989,298.33,82,100,2.41,PH,['dt']
506,shaffa,10.5067,12.3332,291.94,18,2,2.53,NG,['dt']
507,hirara,24.8,125.2833,293.27,54,2,5.05,JP,['dt']
508,oban,56.4127,-5.4706,274.47,84,99,3.09,GB,['dt']
509,senillosa,-39.0,-68.4167,296.96,18,0,14.45,AR,['dt']
510,horta,38.5333,-28.6333,287.6,87,91,1.79,PT,['dt']
511,butare,-2.5967,29.7394,287.58,94,99,1.19,RW,['dt']
512,kidal,18.4411,1.4078,292.68,12,72,5.18,ML,['dt']
513,polyarnyy,69.1989,33.4478,265.82,73,100,6.86,RU,['dt']
514,kindu,-2.95,25.95,294.14,89,61,1.18,CD,['dt']
515,desaguadero,-16.5656,-69.0417,282.83,80,76,9.24,PE,['dt']
516,fauske,67.2588,15.3918,269.23,89,100,2.03,NO,['dt']
517,walvis bay,-22.9575,14.5053,290.42,92,11,2.37,NA,['dt']
518,lobujya,27.95,86.8167,260.01,23,62,2.06,NP,['dt']
519,starobaltachevo,56.0013,55.9213,248.91,99,92,3.67,RU,['dt']
520,hola,51.5377,23.1902,272.25,94,100,7.36,PL,['dt']
521,praia da vitoria,38.7333,-27.0667,287.46,91,42,8.04,PT,['dt']
522,key west,24.5557,-81.7826,294.26,88,100,8.23,US,['dt']
523,viitasaari,63.0667,25.8667,267.14,96,100,3.2,FI,['dt']
524,gobabis,-22.45,18.9667,299.51,45,98,4.74,NA,['dt']
525,sosnovo-ozerskoye,52.5249,111.5418,240.54,100,45,1.06,RU,['dt']
526,sirte,31.2089,16.5887,288.87,54,36,8.97,LY,['dt']
527,nema,57.5067,50.5011,259.03,92,100,5.04,RU,['dt']
528,guarapari,-20.6667,-40.4975,300.31,84,77,4.49,BR,['dt']
529,goz beida,13.95,20.55,292.17,15,21,3.65,TD,['dt']
530,giyani,-23.3025,30.7187,297.29,82,47,1.66,ZA,['dt']
531,kununurra,-15.7667,128.7333,301.14,94,75,2.06,AU,['dt']
532,volodarskiy,46.4013,48.5409,259.12,81,6,2.56,RU,['dt']
533,el burgo de osma,41.5862,-3.0652,279.55,69,100,0.99,ES,['dt']
534,kaa-khem,51.6833,94.7333,247.26,94,100,0.66,RU,['dt']
535,qurayyat,31.3318,37.3428,282.25,49,0,3.09,SA,['dt']
536,baki,-7.6128,110.7839,298.75,82,97,2.95,ID,['dt']
537,gizo,-8.103,156.8419,303.11,70,84,1.49,SB,['dt']
538,goulburn,-34.75,149.7167,291.36,88,100,3.13,AU,['dt']
539,linxia chengguanzhen,35.6003,103.2064,268.93,49,1,0.53,CN,['dt']
540,linden,6.0,-58.3,297.27,78,0,2.68,GY,['dt']
541,angren,41.0167,70.1436,279.53,62,88,3.37,UZ,['dt']
542,sudzha,51.1976,35.2726,258.26,96,41,4.23,RU,['dt']
543,el matama,16.7095,33.3565,294.05,17,7,4.78,SD,['dt']
544,saint-leu,-21.15,55.2833,299.63,83,100,3.27,RE,['dt']
545,maisi,43.0395,41.2621,268.69,79,100,1.05,GE,['dt']
546,kemin,42.7846,75.6892,277.28,56,94,3.49,KG,['dt']
547,dzhalagash,45.0833,64.6667,264.71,69,99,7.04,KZ,['dt']
548,la sarre,48.8002,-79.1996,262.05,93,100,6.06,CA,['dt']
549,north port,27.0442,-82.2359,290.36,51,100,4.38,US,['dt']
550,broken hill,-31.95,141.4333,302.3,37,50,8.08,AU,['dt']
551,viseu,40.661,-7.9097,284.11,98,100,1.29,PT,['dt']
552,bilibino,68.0546,166.4372,243.4,98,100,1.26,RU,['dt']
553,paciran,-6.8767,112.3761,300.33,74,97,4.48,ID,['dt']
554,aksu,41.1231,80.2644,270.65,47,100,0.81,CN,['dt']
555,cabedelo,-6.9811,-34.8339,299.52,80,25,3.98,BR,['dt']
556,greymouth,-42.4667,171.2,292.41,81,20,7.1,NZ,['dt']
557,la'ie,21.6477,-157.9253,298.13,58,11,2.24,US,['dt']
558,mansa,29.9833,75.3833,279.94,32,0,1.87,IN,['dt']
559,port hedland,-20.3167,118.5667,302.18,84,40,7.72,AU,['dt']
560,bethanie,-26.4833,17.15,296.21,39,15,3.94,NA,['dt']
561,pagar alam,-4.0167,103.2667,294.09,97,100,0.12,ID,['dt']
562,calvinia,-31.4707,19.776,291.21,66,3,2.5,ZA,['dt']
563,grand falls-windsor,48.9332,-55.6649,264.45,96,47,0.91,CA,['dt']
564,palangkaraya,-2.2,113.8333,297.5,95,100,1.01,ID,['dt']
565,yenotayevka,47.2456,47.0281,256.72,89,6,2.52,RU,['dt']
566,kaedi,16.1465,-13.5047,301.04,10,84,6.39,MR,['dt']
567,burley,42.5357,-113.7928,262.76,86,100,7.72,US,['dt']
568,florida,28.7505,-82.5001,285.37,55,0,0.0,US,['dt']
569,krasnaya gora,52.9995,31.6023,258.39,97,98,3.81,RU,['dt']
570,tatarsk,55.219,75.9828,268.04,94,100,6.86,RU,['dt']
571,kirensk,57.7853,108.1119,257.02,80,100,4.02,RU,['dt']
572,yelan'-koleno,51.1523,41.2306,248.69,97,6,2.16,RU,['dt']
573,taroa,8.7058,171.2275,300.33,76,93,9.65,MH,['dt']
574,aswan,24.0934,32.907,288.76,26,0,2.06,EG,['dt']
575,temerluh,3.4506,102.4176,297.03,99,85,0.8,MY,['dt']
576,correntina,-13.3433,-44.6367,296.48,76,79,1.92,BR,['dt']
577,san julian,21.0167,-102.1667,292.44,18,100,3.86,MX,['dt']
578,divnomorskoye,44.5011,38.1353,270.47,66,97,2.62,RU,['dt']
579,tabuk,17.4189,121.4443,293.36,85,71,0.94,PH,['dt']
580,manaure,11.7751,-72.4445,301.4,66,24,7.51,CO,['dt']
581,shimoda,34.6667,138.95,281.54,45,0,1.97,JP,['dt']
582,menaka,15.9182,2.4022,294.18,8,34,5.04,ML,['dt']
583,villa ojo de agua,-29.5,-63.6938,297.52,70,75,3.38,AR,['dt']
584,amungan,15.3652,119.9582,298.01,63,14,2.63,PH,['dt']
585,diekirch,49.8678,6.1558,273.31,77,99,0.89,LU,['dt']
586,porto velho,-8.7619,-63.9039,298.18,88,75,2.06,BR,['dt']
587,abadan,30.3392,48.3043,289.22,68,75,3.48,IR,['dt']
588,luderitz,-26.6481,15.1594,292.91,72,2,9.32,NA,['dt']
589,nishinoomote,30.7333,131.0,285.46,87,20,1.03,JP,['dt']
590,pariaman,-0.619,100.12,299.18,91,100,2.18,ID,['dt']
591,laredo,27.5064,-99.5075,293.29,48,0,5.66,US,['dt']
592,luba,3.4568,8.5547,300.36,78,95,2.29,GQ,['dt']
593,akrehamn,59.2667,5.1833,277.29,87,100,10.8,NO,['dt']
594,nadym,65.5333,72.5167,236.19,100,68,2.43,RU,['dt']
595,omarska,44.89,16.8992,267.81,90,6,1.49,BA,['dt']
596,huanggang,23.677,116.9996,287.54,56,33,1.74,CN,['dt']
